time_s,temp_C
4471,108.69
4472,108.68
4473,108.68
4474,108.68
4475,108.68
4476,108.68
4477,108.68
4478,108.68
4479,108.68
4480,108.68
4481,108.68
4482,108.66
4483,108.66
4484,108.64
4485,108.63
4486,108.64
4487,108.63
4488,108.63
4489,108.61
4490,108.61
4491,108.59
4492,108.59
4493,108.58
4494,108.58
4495,108.58
4496,108.55
4497,108.55
4498,108.53
4499,108.53
4500,108.53
4501,108.52
4502,108.52
4503,108.52
4504,108.52
4505,108.49
4506,108.49
4507,108.47
4508,108.47
4509,108.47
4510,108.46
4511,108.46
4512,108.44
4513,108.44
4514,108.44
4515,108.42
4516,108.42
4517,108.4
4518,108.4
4519,108.38
4520,108.38
4521,108.38
4522,108.36
4523,108.36
4524,108.35
4525,108.35
4526,108.33
4527,108.33
4528,108.33
4529,108.31
4530,108.31
4531,108.3
4532,108.3
4533,108.3
4534,108.28
4535,108.28
4536,108.27
4537,108.27
4538,108.25
4539,108.25
4540,108.25
4541,108.23
4542,108.23
4543,108.23
4544,108.23
4545,108.22
4546,108.22
4547,108.22
4548,108.21
4549,108.21
4550,108.19
4551,108.19
4552,108.19
4553,108.19
4554,108.19
4555,108.16
4556,108.16
4557,108.15
4558,108.15
4559,108.15
4560,108.14
4561,108.14
4562,108.11
4563,108.11
4564,108.08
4565,108.08
4566,108.08
4567,108.06
4568,108.06
4569,108.04
4570,108.04
4571,108.03
4572,108.03
4573,108.03
4574,108.03
4575,108.03
4576,108.01
4577,108.01
4578,107.98
4579,107.98
4580,107.98
4581,107.96
4582,107.96
4583,107.96
4584,107.96
4585,107.96
4586,107.91
4587,107.91
4588,107.88
4589,107.88
4590,107.87
4591,107.87
4592,107.87
4593,107.88
4594,107.88
4595,107.87
4596,107.87
4597,107.87
4598,107.88
4599,107.88
4600,107.88
4601,107.88
4602,107.86
4603,107.86
4604,107.86
4605,107.85
4606,107.85
4607,107.82
4608,107.82
4609,107.78
4610,107.78
4611,107.78
4612,107.76
4613,107.76
4614,107.74
4615,107.74
4616,107.74
4617,107.73
4618,107.73
4619,107.71
4620,107.71
4621,107.7
4622,107.7
4623,107.69
4624,107.69
4625,107.69
4626,107.67
4627,107.67
4628,107.67
4629,107.67
4630,107.67
4631,107.65
4632,107.65
4633,107.63
4634,107.63
4635,107.61
4636,107.61
4637,107.61
4638,107.61
4639,107.61
4640,107.61
4641,107.61
4642,107.61
4643,107.6
4644,107.59
4645,107.6
4646,107.59
4647,107.59
4648,107.59
4649,107.59
4650,107.58
4651,107.58
4652,107.58
4653,107.58
4654,107.58
4655,107.57
4656,107.57
4657,107.57
4658,107.57
4659,107.54
4660,107.54
4661,107.54
4662,107.54
4663,107.54
4664,107.54
4665,107.54
4666,107.53
4667,107.53
4668,107.53
4669,107.51
4670,107.51
4671,107.5
4672,107.5
4673,107.48
4674,107.48
4675,107.47
4676,107.47
4677,107.47
4678,107.45
4679,107.45
4680,107.45
4681,107.45
4682,107.43
4683,107.43
4684,107.43
4685,107.41
4686,107.41
4687,107.4
4688,107.4
4689,107.4
4690,107.39
4691,107.39
4692,107.39
4693,107.39
4694,107.38
4695,107.38
4696,107.38
4697,107.37
4698,107.37
4699,107.36
4700,107.36
4701,107.36
4702,107.35
4703,107.35
4704,107.34
4705,107.34
4706,107.34
4707,107.34
4708,107.34
4709,107.33
4710,107.33
4711,107.31
4712,107.31
4713,107.31
4714,107.3
4715,107.3
4716,107.29
4717,107.29
4718,107.28
4719,107.28
4720,107.28
4721,107.27
4722,107.27
4723,107.25
4724,107.25
4725,107.24
4726,107.24
4727,107.24
4728,107.24
4729,107.24
4730,107.23
4731,107.23
4732,107.23
4733,107.21
4734,107.21
4735,107.21
4736,107.21
4737,107.19
4738,107.19
4739,107.19
4740,107.19
4741,107.19
4742,107.18
4743,107.18
4744,107.18
4745,107.16
4746,107.16
4747,107.16
4748,107.16
4749,107.16
4750,107.16
4751,107.15
4752,107.15
4753,107.15
4754,107.16
4755,107.16
4756,107.15
4757,107.15
4758,107.15
4759,107.15
4760,107.15
4761,107.16
4762,107.16
4763,107.15
4764,107.15
4765,107.14
4766,107.15
4767,107.14
4768,107.14
4769,107.14
4770,107.14
4771,107.14
4772,107.14
4773,107.14
4774,107.14
4775,107.13
4776,107.13
4777,107.11
4778,107.11
4779,107.11
4780,107.1
4781,107.1
4782,107.1
4783,107.1
4784,107.1
4785,107.11
4786,107.11
4787,107.11
4788,107.11
4789,107.1
4790,107.1
4791,107.1
4792,107.09
4793,107.09
4794,107.07
4795,107.07
4796,107.07
4797,107.06
4798,107.06
4799,107.04
4800,107.04
4801,107.04
4802,107.04
4803,107.04
4804,107.03
4805,107.03
4806,107.02
4807,107.02
4808,107.01
4809,107.01
4810,107.01
4811,107.01
4812,107.01
4813,107.00
4814,107.00
4815,107.00
4816,107.00
4817,107.00
4818,106.98
4819,106.97
4820,106.98
4821,106.97
4822,106.96
4823,106.96
4824,106.95
4825,106.96
4826,106.95
4827,106.94
4828,106.94
4829,106.94
4830,106.93
4831,106.93
4832,106.93
4833,106.93
4834,106.92
4835,106.92
4836,106.92
4837,106.91
4838,106.91
4839,106.9
4840,106.9
4841,106.88
4842,106.88
4843,106.89
4844,106.88
4845,106.89
4846,106.88
4847,106.88
4848,106.88
4849,106.88
4850,106.88
4851,106.87
4852,106.87
4853,106.86
4854,106.86
4855,106.86
4856,106.85
4857,106.82
4858,106.85
4859,106.82
4860,106.82
4861,106.83
4862,106.83
4863,106.82
4864,106.82
4865,106.82
4866,106.82
4867,106.82
4868,106.8
4869,106.8
4870,106.81
4871,106.81
4872,106.81
4873,106.81
4874,106.81
4875,106.82
4876,106.82
4877,106.82
4878,106.82
4879,106.82
4880,106.82
4881,106.82
4882,106.81
4883,106.81
4884,106.81
4885,106.81
4886,106.78
4887,106.78
4888,106.78
4889,106.78
4890,106.78
4891,106.78
4892,106.78
4893,106.78
4894,106.77
4895,106.77
4896,106.78
4897,106.78
4898,106.77
4899,106.77
4900,106.77
4901,106.77
4902,106.77
4903,106.76
4904,106.76
4905,106.75
4906,106.75
4907,106.75
4908,106.75
4909,106.75
4910,106.73
4911,106.73
4912,106.73
4913,106.72
4914,106.72
4915,106.71
4916,106.71
4917,106.71
4918,106.71
4919,106.71
4920,106.7
4921,106.7
4922,106.69
4923,106.69
4924,106.69
4925,106.69
4926,106.69
4927,106.7
4928,106.7
4929,106.69
4930,106.69
4931,106.68
4932,106.68
4933,106.68
4934,106.68
4935,106.68
4936,106.68
4937,106.68
4938,106.68
4939,106.67
4940,106.67
4941,106.68
4942,106.68
4943,106.67
4944,106.67
4945,106.67
4946,106.67
4947,106.67
4948,106.67
4949,106.67
4950,106.67
4951,106.65
4952,106.65
4953,106.67
4954,106.67
4955,106.66
4956,106.66
4957,106.66
4958,106.65
4959,106.65
4960,106.65
4961,106.65
4962,106.66
4963,106.66
4964,106.66
4965,106.66
4966,106.66
4967,106.65
4968,106.65
4969,106.65
4970,106.64
4971,106.64
4972,106.63
4973,106.63
4974,106.63
4975,106.63
4976,106.62
4977,106.62
4978,106.62
4979,106.62
4980,106.62
4981,106.62
4982,106.62
4983,106.62
4984,106.59
4985,106.59
4986,106.59
4987,106.59
4988,106.58
4989,106.58
4990,106.58
4991,106.59
4992,106.59
4993,106.59
4994,106.59
4995,106.59
4996,106.59
4997,106.59
4998,106.58
4999,106.58
5000,106.58
5001,106.58
5002,106.57
5003,106.57
5004,106.57
5005,106.56
5006,106.56
5007,106.56
5008,106.56
5009,106.56
5010,106.56
5011,106.56
5012,106.55
5013,106.55
5014,106.55
5015,106.55
5016,106.55
5017,106.55
5018,106.55
5019,106.54
5020,106.54
5021,106.54
5022,106.54
5023,106.54
5024,106.54
5025,106.54
5026,106.53
5027,106.53
5028,106.53
5029,106.52
5030,106.52
5031,106.51
5032,106.51
5033,106.5
5034,106.5
5035,106.5
5036,106.49
5037,106.49
5038,106.49
5039,106.49
5040,106.49
5041,106.49
5042,106.49
5043,106.49
5044,106.49
5045,106.48
5046,106.48
5047,106.48
5048,106.47
5049,106.47
5050,106.46
5051,106.46
5052,106.45
5053,106.45
5054,106.45
5055,106.45
5056,106.45
5057,106.45
5058,106.45
5059,106.45
5060,106.44
5061,106.44
5062,106.44
5063,106.44
5064,106.44
5065,106.44
5066,106.44
5067,106.43
5068,106.43
5069,106.43
5070,106.43
5071,106.43
5072,106.43
5073,106.43
5074,106.43
5075,106.43
5076,106.42
5077,106.42
5078,106.42
5079,106.41
5080,106.41
5081,106.42
5082,106.42
5083,106.42
5084,106.42
5085,106.42
5086,106.42
5087,106.42
5088,106.43
5089,106.43
5090,106.44
5091,106.44
5092,106.44
5093,106.44
5094,106.44
5095,106.45
5096,106.45
5097,106.45
5098,106.45
5099,106.44
5100,106.44
5101,106.44
5102,106.43
5103,106.43
5104,106.43
5105,106.44
5106,106.44
5107,106.43
5108,106.43
5109,106.41
5110,106.41
5111,106.41
5112,106.41
5113,106.41
5114,106.4
5115,106.4
5116,106.4
5117,106.4
5118,106.4
5119,106.4
5120,106.39
5121,106.4
5122,106.39
5123,106.39
5124,106.38
5125,106.38
5126,106.37
5127,106.37
5128,106.37
5129,106.37
5130,106.37
5131,106.36
5132,106.36
5133,106.35
5134,106.35
5135,106.35
5136,106.35
5137,106.35
5138,106.36
5139,106.36
5140,106.36
5141,106.36
5142,106.36
5143,106.36
5144,106.35
5145,106.35
5146,106.35
5147,106.36
5148,106.36
5149,106.36
5150,106.36
5151,106.36
5152,106.36
5153,106.36
5154,106.37
5155,106.37
5156,106.37
5157,106.37
5158,106.38
5159,106.37
5160,106.38
5161,106.38
5162,106.39
5163,106.38
5164,106.38
5165,106.38
5166,106.38
5167,106.37
5168,106.38
5169,106.37
5170,106.38
5171,106.38
5172,106.38
5173,106.38
5174,106.38
5175,106.38
5176,106.37
5177,106.37
5178,106.38
5179,106.38
5180,106.37
5181,106.37
5182,106.36
5183,106.36
5184,106.36
5185,106.34
5186,106.34
5187,106.33
5188,106.33
5189,106.33
5190,106.33
5191,106.33
5192,106.32
5193,106.32
5194,106.32
5195,106.32
5196,106.33
5197,106.32
5198,106.33
5199,106.33
5200,106.33
5201,106.33
5202,106.34
5203,106.34
5204,106.34
5205,106.34
5206,106.33
5207,106.33
5208,106.33
5209,106.32
5210,106.32
5211,106.32
5212,106.31
5213,106.32
5214,106.31
5215,106.31
5216,106.31
5217,106.31
5218,106.3
5219,106.3
5220,106.3
5221,106.3
5222,106.3
5223,106.28
5224,106.28
5225,106.27
5226,106.27
5227,106.26
5228,106.26
5229,106.26
5230,106.26
5231,106.26
5232,106.26
5233,106.26
5234,106.27
5235,106.27
5236,106.27
5237,106.28
5238,106.28
5239,106.29
5240,106.29
5241,106.29
5242,106.29
5243,106.29
5244,106.3
5245,106.3
5246,106.3
5247,106.3
5248,106.3
5249,106.31
5250,106.33
5251,106.31
5252,106.33
5253,106.33
5254,106.33
5255,106.33
5256,106.34
5257,106.34
5258,106.33
5259,106.33
5260,106.33
5261,106.32
5262,106.32
5263,106.32
5264,106.32
5265,106.34
5266,106.34
5267,106.34
5268,106.36
5269,106.36
5270,106.37
5271,106.37
5272,106.38
5273,106.38
5274,106.38
5275,106.39
5276,106.39
5277,106.39
5278,106.39
5279,106.39
5280,106.39
5281,106.39
5282,106.39
5283,106.39
5284,106.4
5285,106.4
5286,106.4
5287,106.4
5288,106.4
5289,106.41
5290,106.41
5291,106.41
5292,106.42
5293,106.42
5294,106.43
5295,106.43
5296,106.44
5297,106.44
5298,106.44
5299,106.45
5300,106.45
5301,106.45
5302,106.45
5303,106.46
5304,106.46
5305,106.46
5306,106.47
5307,106.47
5308,106.47
5309,106.47
5310,106.47
5311,106.48
5312,106.48
5313,106.48
5314,106.48
5315,106.48
5316,106.48
5317,106.48
5318,106.5
5319,106.5
5320,106.49
5321,106.49
5322,106.49
5323,106.5
5324,106.5
5325,106.5
5326,106.49
5327,106.5
5328,106.49
5329,106.49
5330,106.49
5331,106.48
5332,106.49
5333,106.48
5334,106.48
5335,106.48
5336,106.49
5337,106.49
5338,106.49
5339,106.5
5340,106.5
5341,106.49
5342,106.49
5343,106.49
5344,106.49
5345,106.49
5346,106.49
5347,106.49
5348,106.49
5349,106.48
5350,106.48
5351,106.48
5352,106.48
5353,106.48
5354,106.48
5355,106.47
5356,106.47
5357,106.47
5358,106.47
5359,106.47
5360,106.48
5361,106.48
5362,106.48
5363,106.48
5364,106.48
5365,106.46
5366,106.46
5367,106.48
5368,106.48
5369,106.46
5370,106.46
5371,106.46
5372,106.46
5373,106.46
5374,106.46
5375,106.46
5376,106.46
5377,106.45
5378,106.45
5379,106.46
5380,106.46
5381,106.46
5382,106.46
5383,106.46
5384,106.47
5385,106.47
5386,106.47
5387,106.47
5388,106.47
5389,106.48
5390,106.48
5391,106.48
5392,106.48
5393,106.48
5394,106.48
5395,106.49
5396,106.49
5397,106.49
5398,106.51
5399,106.51
5400,106.5
5401,106.5
5402,106.49
5403,106.5
5404,106.49
5405,106.48
5406,106.48
5407,106.47
5408,106.47
5409,106.47
5410,106.47
5411,106.47
5412,106.47
5413,106.47
5414,106.47
5415,106.47
5416,106.47
5417,106.48
5418,106.48
5419,106.48
5420,106.48
5421,106.48
5422,106.48
5423,106.48
5424,106.47
5425,106.47
5426,106.47
5427,106.48
5428,106.48
5429,106.48
5430,106.48
5431,106.48
5432,106.49
5433,106.48
5434,106.48
5435,106.48
5436,106.47
5437,106.47
5438,106.48
5439,106.48
5440,106.48
5441,106.48
5442,106.48
5443,106.49
5444,106.49
5445,106.5
5446,106.5
5447,106.5
5448,106.5
5449,106.5
5450,106.51
5451,106.51
5452,106.51
5453,106.51
5454,106.51
5455,106.51
5456,106.51
5457,106.52
5458,106.52
5459,106.53
5460,106.53
5461,106.53
5462,106.53
5463,106.53
5464,106.54
5465,106.54
5466,106.54
5467,106.54
5468,106.54
5469,106.54
5470,106.54
5471,106.54
5472,106.55
5473,106.55
5474,106.55
5475,106.55
5476,106.55
5477,106.55
5478,106.55
5479,106.56
5480,106.56
5481,106.57
